"Name","Address","City","Cuisine","PriceRange","Rating","ReviewCount","Phone","Source","Region"
Vito's Gourmet Pizza,10079 Cleary Blvd,"Plantation, FL 33324",Pizza/Italian,$$,4.3/5 Google,266,N/A,Restaurantji,Plantation
Chilangos Mexican Grill,339 S State Rd 7,"Plantation, FL 33317",Mexican,$$,4.5/5 Google,212,N/A,Restaurantji,Plantation
Plantation Diner,6903 W Broward Blvd,"Plantation, FL 33317",American/Breakfast,$$,4.5/5 Google,350,N/A,Restaurantji,Plantation
Quarterdeck Restaurant + Sports Bar,12310 W Sunrise Blvd,"Plantation, FL 33323",Seafood/American,$$,4.4/5 Google,513,N/A,Restaurantji,Plantation
Serious Sanji,7626 Peters Rd,"Plantation, FL 33324",Chinese/Dim Sum,$$,4.4/5 Google,251,N/A,Restaurantji,Plantation
TooJay's Deli,801 S University Dr C-130,"Plantation, FL 33324",American/Deli,$$,4.3/5 Google,525,N/A,Restaurantji,Plantation
Ole' Ole' Mexican Grill & Cantina,8100 W Broward Blvd,"Plantation, FL 33324",Mexican,$$,4.3/5 Google,391,N/A,Restaurantji,Plantation
Bien Chido,6967 W Broward Blvd,"Plantation, FL 33317",Mexican,$$,4.3/5 Google,280,N/A,Restaurantji,Plantation
Ali's Roti Shop,303 S State Rd 7,"Plantation, FL 33317",Caribbean/Indian,$$,4.3/5 Google,238,N/A,Restaurantji,Plantation
LandLubber's Raw Bar & Grill,1851 N Pine Island Rd,"Plantation, FL 33322",Seafood/American,$$,4.2/5 Google,357,N/A,Restaurantji,Plantation
Casa Marin Cocina Mexicana,1861 N Pine Island Rd,"Plantation, FL 33322",Mexican,$$,4.3/5 Google,172,N/A,Restaurantji,Plantation
Los Perros del Sobrino,7926 W Sample Rd,"Coral Springs, FL 33065",Latin American/Hot Dogs,$,4.8/5 Google,623,N/A,Restaurantji,Coral Springs
Talkin' Tacos Coral Springs,2866 N University Dr,"Coral Springs, FL 33065",Mexican/Tacos,$$,4.7/5 Google,693,N/A,Restaurantji,Coral Springs
The Fish Joint,5677 Coral Ridge Dr,"Coral Springs, FL 33076",Seafood,$$,4.8/5 Google,339,N/A,Restaurantji,Coral Springs
Falafel Gourmet,4344 N State Rd 7,"Coral Springs, FL 33073",Mediterranean,$$,4.8/5 Google,322,N/A,Restaurantji,Coral Springs
Sakura Ramen,6192 W Sample Rd,"Coral Springs, FL 33067",Japanese/Ramen,$$,4.7/5 Google,269,N/A,Restaurantji,Coral Springs
Pepperoni Grill - Coral Springs,9174 Wiles Rd,"Coral Springs, FL 33067",Italian/Pizza,$$,4.7/5 Google,264,N/A,Restaurantji,Coral Springs
Little Havana Bar & Grill,6240 Coral Ridge Dr #100,"Coral Springs, FL 33076",Cuban,$$,4.3/5 Google,338,N/A,Restaurantji,Coral Springs
La Parrilla Rotisserie & Grill,8357 W Atlantic Blvd,"Coral Springs, FL 33071",Latin American/Dominican,$$,4.7/5 Google,254,N/A,Restaurantji,Coral Springs
Mima's Cuban Cafe,6261 W Sample Rd,"Coral Springs, FL 33067",Cuban,$$,4.6/5 Google,270,N/A,Restaurantji,Coral Springs
FoodEyez Caribbean Cuisine,6268 W Sample Rd Store #407,"Coral Springs, FL 33067",Caribbean/Jamaican,$$,4.4/5 Google,80,N/A,Restaurantji,Coral Springs
Red Pepper Chinese Restaurant,10309 Royal Palm Blvd,"Coral Springs, FL 33065",Chinese,$$,4.0/5 Google,156,N/A,Restaurantji,Coral Springs
Fujimura Buffet & Sushi,1850 N University Dr,"Coral Springs, FL 33071",Japanese/Sushi,$$,4.2/5 Google,370,N/A,Restaurantji,Coral Springs
Pho 79,6451 Stirling Rd,"Davie, FL 33314",Vietnamese,$$,4.3/5 Google,369,N/A,Restaurantji,Davie
Wunderbar German Kitchen & Biergarten,4995 Volunteer Rd,"Davie, FL 33330",German,$$,4.4/5 Google,333,N/A,Restaurantji,Davie
Black Jack's Rum Bar & Grille,3890 Davie Rd,"Davie, FL 33314",Caribbean/American,$$,4.4/5 Google,189,N/A,Restaurantji,Davie
Ody's Cuban Cafe,4153 SW 47th Ave #100,"Davie, FL 33314",Cuban,$$,5.0/5 Google,216,N/A,Restaurantji,Davie
The Garden Grill,6175 Orange Dr,"Davie, FL 33314",American/Breakfast,$$,4.7/5 Google,269,N/A,Restaurantji,Davie
Vila's Mexican & Cuban Restaurant,2027 FL-7,"Davie, FL 33317",Mexican/Cuban,$$,4.6/5 Google,425,N/A,Restaurantji,Davie
Amore Gourmet Pizza,8906 W State Rd 84,"Davie, FL 33324",Pizza/Italian,$$,4.7/5 Google,286,N/A,Restaurantji,Davie
Ushio Sushi,2211 S University Dr,"Davie, FL 33324",Japanese/Sushi,$$,4.6/5 Google,369,N/A,Restaurantji,Davie
Kekoon Restaurant & Lounge,15531 Sheridan St,"Davie, FL 33331",Caribbean,$$,4.2/5 Google,395,N/A,Restaurantji,Davie
Fat Stork Restaurant,8270 Griffin Rd,"Davie, FL 33328",American,$$,4.7/5 Google,275,N/A,Restaurantji,Davie
Voodoo Brewing Co.,3492 NE 12th Ave,"Oakland Park, FL 33334",American/Brewpub,N/A,4.8/5 Google,N/A,N/A,Restaurantji,Oakland Park
Oak Cafe & Farmers Market,2121 W Oakland Park Blvd Ste 10-B,"Oakland Park, FL 33311",Jamaican,N/A,4.8/5 Google,N/A,N/A,Restaurantji,Oakland Park
Bulegreen Cafe Yard,3299 N Dixie Hwy,"Oakland Park, FL 33334",Brunch/American,N/A,4.5/5 Google,N/A,N/A,Restaurantji,Oakland Park
Bombay Cafe,1672 E Oakland Park Blvd,"Oakland Park, FL 33334",Indian,N/A,4.4/5 Google,N/A,N/A,Restaurantji,Oakland Park
Red Velvet Kitchen & Grill,2759 W Oakland Park Blvd,"Oakland Park, FL 33311",American,N/A,4.3/5 Google,N/A,N/A,Restaurantji,Oakland Park
Le Chic Restaurant,2152 W Oakland Park Blvd,"Oakland Park, FL 33311",Haitian,N/A,4.4/5 Google,N/A,N/A,Restaurantji,Oakland Park
Bandoleros Tacos and Tequila Garden,3200 NE 12th Ave,"Oakland Park, FL 33334",Mexican,N/A,4.3/5 Google,N/A,N/A,Restaurantji,Oakland Park
Pata's Stone Crab,4072 NE 5th Terrace,"Oakland Park, FL 33334",Seafood,N/A,4.1/5 Google,N/A,N/A,Restaurantji,Oakland Park
Garden Restaurant,4400 N Andrews Ave,"Oakland Park, FL 33309",American Diner,N/A,4.7/5 Google,N/A,N/A,Restaurantji,Oakland Park
Peter Pan Diner,1216 E Oakland Park Blvd,"Oakland Park, FL 33334",American Diner/Greek,N/A,4.5/5 Google,N/A,N/A,Restaurantji,Oakland Park
Alegria Taco,3801 N Andrews Ave,"Oakland Park, FL 33309",Mexican,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Oakland Park
El Guanaco Taqueria Y Antojitos,331 NE 44th St,"Oakland Park, FL 33334",Mexican/Salvadoran,N/A,4.7/5 Tripadvisor,291,N/A,Tripadvisor,Oakland Park
Prospect Pizzeria,53 NE 44th St,"Oakland Park, FL 33334",Italian/Pizza,N/A,4.7/5 Google,N/A,N/A,Restaurantji,Oakland Park
Corinto Restaurant,4390 N Dixie Hwy,"Oakland Park, FL 33334",Latin American/Nicaraguan,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Oakland Park
SOL48 Craft Kitchen,3480 NE 3rd Ave,"Oakland Park, FL 33334",Seafood,N/A,4.5/5 Google,N/A,N/A,Restaurantji,Oakland Park
The Great Greek Mediterranean Grill,753 E Commercial Blvd Ste 44,"Oakland Park, FL 33334",Greek/Mediterranean,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Oakland Park
Mamma Mia Bistro,2043 Wilton Dr,"Wilton Manors, FL 33305",Italian,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Wilton Manors
Salvo Osteria Romana,2389 Wilton Dr,"Wilton Manors, FL 33305",Italian,N/A,4.1/5 Google,N/A,N/A,Restaurantji,Wilton Manors
Two Brother's Toppings Pizza,2904 N Andrews Ave,"Wilton Manors, FL 33311",Pizza,N/A,4.4/5 Google,N/A,N/A,Restaurantji,Wilton Manors
Tulio's Tacos & Tequila Bar,2150 Wilton Dr,"Wilton Manors, FL 33305",Mexican,$$,4.5/5 Google,N/A,N/A,Restaurantji,Wilton Manors
Asian Star,2603 N Dixie Hwy,"Wilton Manors, FL 33334",Asian,$,4.5/5 Google,74,N/A,Restaurantji,Wilton Manors
Grampa's Restaurant,17 SW 1st St,"Dania Beach, FL 33004",American,$,4.4/5 Google,N/A,N/A,Restaurantji,Dania Beach
Cafe Toque Cubano,37 S Federal Hwy A,"Dania Beach, FL 33004",Cuban,N/A,4.7/5 Google,N/A,N/A,Restaurantji,Dania Beach
Grandma's Secret,50 E Dania Beach Blvd,"Dania Beach, FL 33004",Uzbek,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Dania Beach
Mr M's Sandwich Shop,1975 Stirling Rd,"Dania Beach, FL 33004",Sandwich Shop,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Dania Beach
Pauli's Pizza Pasta,104 S Federal Hwy,"Dania Beach, FL 33004",Italian/Pizza,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Dania Beach
Wayside Inn,38 NE 1st Ave,"Dania Beach, FL 33004",Bar & Grill/American,$$,4.5/5 Google,N/A,N/A,Restaurantji,Dania Beach
Quickie's Burgers Wings & Seafood,141 S Federal Hwy,"Dania Beach, FL 33004",Seafood/American,N/A,4.4/5 Google,414,N/A,Restaurantji,Dania Beach
Cooper's Hawk Winery & Restaurant,1822 Pointe Blvd,"Dania Beach, FL 33004",American/Winery,$$,4.2/5 Google,N/A,N/A,Restaurantji,Dania Beach
Radiant 166,166 N Compass Way,"Dania Beach, FL 33004",American,$$,3.5/5 Google,N/A,N/A,Restaurantji,Dania Beach
JZ Steakhouse,4000 N 46th Ave,"Hollywood, FL 33021",Kosher/Steakhouse,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Hollywood
7 Tables On The Beach Authentic Peruvian Cuisine,600 N Surf Rd #6,"Hollywood, FL 33019",Peruvian,N/A,5.0/5 Google,N/A,N/A,Restaurantji,Hollywood
Tipico Rinconcito Colombiano,5649 Johnson St,"Hollywood, FL 33021",Colombian,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Hollywood
AKI E Restaurant Bar,1840 Harrison St,"Hollywood, FL 33020",Dominican,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Hollywood
Cajun Boil Seafood Restaurant Hollywood,1822 S Young Cir,"Hollywood, FL 33020",Seafood/Cajun,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Hollywood
Los Kausitas Peruvian Restaurant,112 N 46th Ave,"Hollywood, FL 33021",Peruvian,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Hollywood
Volcano Hot Pot & Korean BBQ,2906 Oakwood Blvd,"Hollywood, FL 33020",Korean,N/A,4.8/5 Google,N/A,N/A,Restaurantji,Hollywood
LEMONICA,1817 N Young Cir,"Hollywood, FL 33020",Italian,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Hollywood
The Greek Joint Kitchen & Bar,1925 Hollywood Blvd,"Hollywood, FL 33020",Greek,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Hollywood
Hiro Maru Sushi,3327 Sheridan St,"Hollywood, FL 33021",Japanese,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Hollywood
Murano by Ferraro,601 N Federal Hwy,"Hallandale Beach, FL 33009",Seafood/Italian,N/A,5.0/5 Google,88,N/A,Restaurantji,Hallandale Beach
Sokai Sushi Bar Hallandale,801 N Federal Hwy #115,"Hallandale Beach, FL 33009",Japanese,N/A,4.8/5 Google,436,N/A,Restaurantji,Hallandale Beach
Fresh & Wild Fish Market & Restaurant,838 W Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Seafood,N/A,4.7/5 Google,294,N/A,Restaurantji,Hallandale Beach
Alacati Mediterranean Restaurant,1403 Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Mediterranean,N/A,4.6/5 Google,359,N/A,Restaurantji,Hallandale Beach
The Juicy Seafood,1430 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Seafood,N/A,4.5/5 Google,466,N/A,Restaurantji,Hallandale Beach
Ajiacos Restaurant,952 W Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Colombian,N/A,4.5/5 Google,251,N/A,Restaurantji,Hallandale Beach
Ceviche Avenue,101 NE 3rd St,"Hallandale Beach, FL 33009",Peruvian,N/A,4.6/5 Google,257,N/A,Restaurantji,Hallandale Beach
Gioia Italy - Italian Restaurant,701 N Federal Hwy Ste 112,"Hallandale Beach, FL 33009",Italian,N/A,4.4/5 Google,406,N/A,Restaurantji,Hallandale Beach
Signor Sassi,1006 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Italian,N/A,4.6/5 Google,87,N/A,Restaurantji,Hallandale Beach
ALMA GRILL,501 Silks Run Suite 1130,"Hallandale Beach, FL 33009",Kosher,N/A,4.4/5 Google,302,N/A,Restaurantji,Hallandale Beach
Colombian Mountains Cafe,3330 NE 33rd St,"Fort Lauderdale, FL",Colombian,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Mister O1 Extraordinary Pizza,415 NE 4th St,"Fort Lauderdale, FL 33301",Pizza,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Casa Calabria,4040 Galt Ocean Dr L15,"Fort Lauderdale, FL 33308",Italian,N/A,4.8/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Cafe Bastille Fort Lauderdale,704 SE 1st St,"Fort Lauderdale, FL 33301",French/Brunch,N/A,4.8/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Chez Vincent Wine Bar,3312 NE 32nd St,"Fort Lauderdale, FL",Wine Bar/French,N/A,5.0/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Anthony's Clam House & Grill,2861 E Commercial Blvd,"Fort Lauderdale, FL 33308",Italian/Seafood,N/A,4.7/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
BKK Thai & Sushi by Cilantro,1843 S Federal Hwy,"Fort Lauderdale, FL 33316",Thai,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Pita Plus (ORB),2145 Stirling Rd,"Fort Lauderdale, FL 33312",Middle Eastern,N/A,4.8/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Gilbert's 17th Street Grill,1821 Cordova Rd,"Fort Lauderdale, FL 33316",American,N/A,4.8/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Eddie V's Prime Seafood,100 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Seafood,N/A,4.5/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Rendezvous,2525 Marina Bay Dr W,"Fort Lauderdale, FL 33312",Seafood,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
G&B Oyster Bar,429 Seabreeze Blvd,"Fort Lauderdale, FL 33316",Seafood,N/A,4.7/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Ceviche Barrio Peruvian Cuisine,6303 Powerline Rd Suite 11,"Fort Lauderdale, FL 33309",Peruvian,N/A,4.7/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Burlock Coast,1 N Fort Lauderdale Beach Blvd,"Fort Lauderdale, FL 33304",Seafood/American,N/A,4.2/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Cabana 28,6351 N Andrews Ave,"Fort Lauderdale, FL 33309",Peruvian,N/A,4.7/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Tropical Acres Steakhouse,2500 Griffin Rd,"Fort Lauderdale, FL 33312",Steakhouse,N/A,4.5/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Fish N Things,3291 W Sunrise Blvd,"Fort Lauderdale, FL 33311",Seafood,N/A,5.0/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Sunness Supper Club,2465 E Sunrise Blvd,"Fort Lauderdale, FL 33304",American,N/A,5.0/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Goldberg's Delicatessen and Bagels,2701 E Oakland Park Blvd,"Fort Lauderdale, FL 33306",Deli/American,N/A,4.4/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Sea Level Restaurant and Ocean Bar,3030 Holiday Dr,"Fort Lauderdale, FL 33316",American/Seafood,N/A,4.4/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Tap 42 Craft Kitchen & Bar,1411 S Andrews Ave,"Fort Lauderdale, FL 33316",Gastropub,N/A,4.5/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
TRP Taste,1 W Las Olas Blvd Ste 100,"Fort Lauderdale, FL 33301",American,N/A,4.8/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
The New Lighthouse Caffe,2850 SW 54th St,"Fort Lauderdale, FL 33312",Breakfast/American,N/A,4.9/5 Google,N/A,N/A,Restaurantji,Fort Lauderdale
Aura Lounge,1916 Hollywood Blvd,"Hollywood, FL 33020",Seafood,N/A,4.6/5 Google,N/A,N/A,Restaurantji,Hollywood
Ceviche Company,3080 Sheridan St,"Hollywood, FL 33021",Seafood/Peruvian,N/A,5.0/5 Google,N/A,N/A,Restaurantji,Hollywood
Mr. Q Crab House,2321 N State Rd 7,"Hollywood, FL 33021",Seafood,N/A,4.1/5 Google,N/A,N/A,Restaurantji,Hollywood
5 o'Clock Somewhere Bar and Grill,1112 N Ocean Dr,"Hollywood, FL 33019",Bar & Grill/American,N/A,4.5/5 Google,N/A,N/A,Restaurantji,Hollywood
Newt's Crab Trap,901 N Federal Hwy,"Hollywood, FL 33020",Seafood,N/A,4.2/5 Google,N/A,N/A,Restaurantji,Hollywood
Triar Seafood Co,2046 McKinley St #7,"Hollywood, FL 33020",Seafood,N/A,5.0/5 Google,N/A,N/A,Restaurantji,Hollywood
Ocean Alley Restaurant & Beach Bar,900 N Broadwalk,"Hollywood, FL 33019",Italian,N/A,4.1/5 Google,N/A,N/A,Restaurantji,Hollywood
Catch Seafood Market Hollywood,1818 Hollywood Blvd,"Hollywood, FL 33020",Seafood/Poke,N/A,4.3/5 Google,N/A,N/A,Restaurantji,Hollywood
J&C Oyster,2035 Harrison St,"Hollywood, FL 33020",Seafood,N/A,4.4/5 Google,N/A,N/A,Restaurantji,Hollywood
Flanigan's Seafood Bar and Grill (Hollywood),2505b N University Dr,"Hollywood, FL 33024",Seafood/Bar & Grill,N/A,4.1/5 Google,N/A,N/A,Restaurantji,Hollywood
WHY NOT?,600 N Surf Rd #6,"Hollywood, FL 33019",American,N/A,4.7/5 Google,N/A,N/A,Restaurantji,Hollywood
La Granja Parrilla & Seafood,720 Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Seafood/Latin,N/A,3.7/5 Google,236,N/A,Restaurantji,Hallandale Beach
Lychee Garden Chinese Restaurant,20 N Federal Hwy,"Hallandale Beach, FL 33009",Chinese,N/A,3.8/5 Google,194,N/A,Restaurantji,Hallandale Beach
Carrie's at Neiman's,9700 Collins Ave (Bal Harbour Shops),"Bal Harbour, FL 33154",Contemporary American,$$,N/A,N/A,305-993-4580,Bal Harbour Shops official site,Bal Harbour
China Grill,9700 Collins Ave (Bal Harbour Shops),"Bal Harbour, FL 33154",Asian/Contemporary,$$$$,N/A,N/A,305-404-9700,Bal Harbour Shops official site,Bal Harbour
Cafe en 3,"9700 Collins Ave, Level 3 (Bal Harbour Shops)","Bal Harbour, FL 33154",Contemporary American/Health,$$,3.9/5 Google,286,305-993-4620,Bal Harbour Shops official site / Restaurantji,Bal Harbour
Slim's,9700 Collins Ave (Bal Harbour Shops),"Bal Harbour, FL 33154",Steakhouse,$$$$,N/A,N/A,305-703-0400,Bal Harbour Shops official site,Bal Harbour
The Harbour Grill,9415 Harding Ave,"Surfside, FL 33154",American/Seafood,$$,4.5/5 Google,564,N/A,Restaurantji,Surfside
Roast,9441 Harding Ave,"Surfside, FL 33154",American,$$,4.5/5 Google,184,N/A,Restaurantji,Surfside
Holy Toast,9520 Harding Ave,"Surfside, FL 33154",American Breakfast/Brunch,$$,4.5/5 Google,74,N/A,Restaurantji,Surfside
Sushi Republic,9583 Harding Ave,"Surfside, FL 33154",Japanese/Sushi,$$,4.4/5 Google,203,N/A,Restaurantji,Surfside
Moncheese Pizza,9459 Harding Ave,"Surfside, FL 33154",Pizza,$,4.4/5 Google,146,N/A,Restaurantji,Surfside
Cafe Vert,9490 Harding Ave,"Surfside, FL 33154",Cafe/American,$$,4.3/5 Google,241,N/A,Restaurantji,Surfside
Rustiko,9476 Harding Ave,"Surfside, FL 33154",Mediterranean/European,$$,4.2/5 Google,274,N/A,Restaurantji,Surfside
Harbour Gourmet,9417 Harding Ave,"Surfside, FL 33154",American/Gourmet,$$,4.3/5 Google,102,N/A,Restaurantji,Surfside
Surfside 6 Grill and Bar,9200 Collins Ave,"Surfside, FL 33154",American/Bar,$$,2.3/5 Google,3,N/A,Restaurantji,Surfside
Gifted Crust,9523 Harding Ave,"Surfside, FL 33154",Pizza,$,4.5/5 Google,86,N/A,Restaurantji,Surfside
Kosh,9477 Harding Ave,"Surfside, FL 33154",Kosher,$$,3.8/5 Google,204,N/A,Restaurantji,Surfside
Mister O1 Extraordinary Pizza (Bay Harbor),1065 95th St,"Bay Harbor Islands, FL 33154",Pizza,$$,4.9/5 Google,450,N/A,Restaurantji,Bay Harbor Islands
KINOKO Sushi Bar & Asian Cuisine,1007 Kane Concourse,"Bay Harbor Islands, FL 33154",Sushi/Asian,$$,4.6/5 Google,122,N/A,Restaurantji,Bay Harbor Islands
Bay Harbor Cafe,Kane Concourse,"Bay Harbor Islands, FL 33154",Cafe,$$,4.6/5 Google,129,N/A,Restaurantji,Bay Harbor Islands
Meat Bar,1009 Kane Concourse,"Bay Harbor Islands, FL 33154",Kosher/Steakhouse,$$$,4.6/5 Google,350,N/A,Restaurantji,Bay Harbor Islands
Jacinta,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Contemporary Mexican,$$$,N/A,N/A,N/A,Aventura Mall official site,Aventura
Ossobuco,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Italian,$$$,N/A,N/A,N/A,Aventura Mall official site,Aventura
Norimoto,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Asian/Japanese,$$,N/A,N/A,N/A,Aventura Mall official site,Aventura
North Italia,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Italian,$$$,N/A,N/A,N/A,Aventura Mall official site,Aventura
STK Steakhouse,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Steakhouse,$$$$,N/A,N/A,N/A,Aventura Mall official site,Aventura
Amalfi Llama,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Italian/Patagonian,$$$,N/A,N/A,N/A,Aventura Mall official site,Aventura
La Pizza & La Pasta (Eataly),"19501 Biscayne Blvd (Aventura Mall, Eataly)","Aventura, FL 33180",Italian,$$,N/A,N/A,N/A,Aventura Mall official site,Aventura
Il Pastaio (Eataly),"19501 Biscayne Blvd (Aventura Mall, Eataly)","Aventura, FL 33180",Italian,$$,N/A,N/A,N/A,Aventura Mall official site,Aventura
Abbale Modern Mediterranean Kitchen,2956 NE 199th St,"Aventura, FL 33180",Mediterranean,$$$,4.6/5 Google,277,N/A,Restaurantji,Aventura
Mister O1 Extraordinary Pizza (Aventura),2980 NE 207th St Ste 109,"Aventura, FL 33180",Pizza,$$,4.8/5 Google,740,N/A,Restaurantji,Aventura
Ruth's Chris Steak House,2980 NE 207th St Ste 108,"Aventura, FL 33180",Steakhouse,$$$$,4.5/5 Google,635,N/A,Restaurantji,Aventura
Asiatiko Robata Bar,2906 NE 207th St,"Aventura, FL 33180",Japanese/Asian,$$$,4.5/5 Google,268,N/A,Restaurantji,Aventura
All You Need - Sunny,18090 Collins Ave T19,"Sunny Isles Beach, FL 33160",American Breakfast,$$,4.6/5 Google,430,N/A,Restaurantji,Sunny Isles Beach
Ararat Grill Bar,18090 Collins Ave T22,"Sunny Isles Beach, FL 33160",Armenian,$$,4.6/5 Google,462,N/A,Restaurantji,Sunny Isles Beach
Il Ponte Vecchio Pizzeria,18660 Collins Ave #102,"Sunny Isles Beach, FL 33160",Italian/Pizza,$$,4.8/5 Google,533,N/A,Restaurantji,Sunny Isles Beach
Pizza Bianco,19201 Collins Ave (Lower Lobby),"Sunny Isles Beach, FL 33160",Pizza,$$,4.9/5 Google,443,N/A,Restaurantji,Sunny Isles Beach
Sushi Zen & Izakaya,18090 Collins Ave T-23,"Sunny Isles Beach, FL 33160",Japanese/Sushi,$$,4.7/5 Google,480,N/A,Restaurantji,Sunny Isles Beach
Family & Friends,18288 Collins Ave,"Sunny Isles Beach, FL 33160",Italian,$$,4.7/5 Google,516,N/A,Restaurantji,Sunny Isles Beach
Lentrecote French Restaurant,18146 Collins Ave,"Sunny Isles Beach, FL 33160",French,$$$,4.7/5 Google,435,N/A,Restaurantji,Sunny Isles Beach
Kalinka Euro Deli,18090 Collins Ave T-24,"Sunny Isles Beach, FL 33160",Ukrainian/Deli,$$,4.3/5 Google,226,N/A,Restaurantji,Sunny Isles Beach
Oliva Pizza & Gelato,18288 Collins Ave Unit 3,"Sunny Isles Beach, FL 33160",Pizza,$$,4.6/5 Google,228,N/A,Restaurantji,Sunny Isles Beach
INTIMAR Peruvian Restaurant,17040 Collins Ave,"Sunny Isles Beach, FL 33160",Peruvian,$$$,4.6/5 Google,327,N/A,Restaurantji,Sunny Isles Beach
Crystal Lounge,152 Sunny Isles Blvd Ste 13,"Sunny Isles Beach, FL 33160",Russian,$$$,4.7/5 Google,121,N/A,Restaurantji,Sunny Isles Beach
COTOA Restaurant,12475 NE 6th Ct,"North Miami, FL 33161",N/A,$$,4.7/5 Google,292,N/A,Restaurantji,North Miami
Tomato & Basil,653 NE 125th St,"North Miami, FL 33161",Italian,$$,4.9/5 Google,288,N/A,Restaurantji,North Miami
Lost City Brewing Company,12207 NE 13th Ct,"North Miami, FL 33161",American/Brewery,$$,4.9/5 Google,138,N/A,Restaurantji,North Miami
Namaste Indian Cuisine,12749 Biscayne Blvd,"North Miami, FL 33181",Indian,$$,4.7/5 Google,217,N/A,Restaurantji,North Miami
Zaika Indian Cuisine,2176 NE 123rd St,"North Miami, FL 33181",Indian,$$,4.5/5 Google,357,N/A,Restaurantji,North Miami
Sushi Lucy,1680 NE 123rd St,"North Miami, FL 33181",Japanese/Sushi,$$,4.1/5 Google,190,N/A,Restaurantji,North Miami
Gorditos Bar and Grill,2112 NE 123rd St,"North Miami, FL 33181",Mexican,$$,4.7/5 Google,71,N/A,Restaurantji,North Miami
American Czech-Slovak Club,13325 Arch Creek Rd,"North Miami, FL 33181",Czech-Slovak,$$,4.9/5 Google,76,N/A,Restaurantji,North Miami
Sunnyside Cafe,13899 W Dixie Hwy,"North Miami, FL 33161",American Breakfast,$,3.8/5 Google,151,N/A,Restaurantji,North Miami
Donovan's Bar & Grill,13040 NW 7th Ave,"North Miami, FL 33168",American,$$,4.6/5 Google,88,N/A,Restaurantji,North Miami
Lakay Food Spot,12325 NE 6th Ave,"North Miami, FL 33161",Haitian,$,3.8/5 Google,135,N/A,Restaurantji,North Miami
Le Cap Restaurant,13639 NW 7th Ave,"North Miami, FL 33168",Haitian,$$,3.7/5 Google,146,N/A,Restaurantji,North Miami
Twin Dragon Hibachi,12351 NW 7th Ave,"North Miami, FL 33168",Chinese/Hibachi,$$,5.0/5 Google,7,N/A,Restaurantji,North Miami
Home of Flavor,13737 NW 7th Ave,"North Miami, FL 33168",Caribbean,$,3.5/5 Google,101,N/A,Restaurantji,North Miami
