Name,Latitude,Longitude,Address,City,Region,Cuisine,Price,Rating,Reviews
Caffe Gourmet,26.096892,-80.38143,N/A,"Weston, FL 33326",Weston,Breakfast/Diner,$$,4.6/5 Google,176
Tacos & Cantina La Potranca (Weston),26.065367,-80.361238,4446 Weston Rd,"Weston, FL 33331",Weston,Mexican,$$,N/A,N/A
Wings n' Things Cooper City,26.063742,-80.261838,8656 Griffin Rd,"Cooper City, FL 33328",Cooper City,American,$$,4.3/5 Google,264
Shanks Town Tavern,26.063281,-80.27823,9588 Griffin Rd,"Cooper City, FL 33328",Cooper City,Bar & Grill,$$,4.3/5 Google,143
Steve's Pizza,26.04511,-80.31179,5866 S Flamingo Rd,"Cooper City, FL 33330",Cooper City,Pizza,$$,4.3/5 Google,168
Havana's Cuban Cuisine,26.063763,-80.260704,8600 Griffin Rd,"Cooper City, FL 33328",Cooper City,Cuban,$$,4.0/5 Google,323
Great Wall II,26.06398,-80.28143,10068 Griffin Rd,"Cooper City, FL 33328",Cooper City,Chinese,$$,3.9/5 Google,108
South China Restaurant,26.048342,-80.311329,5550 S Flamingo Rd,"Cooper City, FL 33330",Cooper City,Chinese,$$,3.9/5 Google,197
Las Dos Reinas Fonda Mexicana,26.045495,-80.311049,5822 S Flamingo Rd,"Cooper City, FL 33330",Cooper City,Mexican,$$,4.1/5 Google,366
Apropo Crepes,26.147095,-80.322637,12801 W Sunrise Blvd,"Sunrise, FL 33323",Sunrise,Creperie,$$,5.0/5 Google,768
Bellgordon's Caribbean Restaurant,26.16853,-80.30042,11443 W Oakland Park Blvd,"Sunrise, FL 33323",Sunrise,Caribbean,$$,5.0/5 Google,325
Don Carlin Cuban Restaurant,26.16853,-80.30042,11447 W Oakland Park Blvd,"Sunrise, FL 33323",Sunrise,Cuban,$$,4.5/5 Google,317
First Watch,26.14557,-80.31718,12594 W Sunrise Blvd,"Sunrise, FL 33323",Sunrise,American/Breakfast,$$,4.6/5 Google,522
Indian Tandoor Cuisine and Pizza,26.167512,-80.262441,8440 W Oakland Park Blvd,"Sunrise, FL 33351",Sunrise,Indian,$$,4.6/5 Google,470
Cheffield Jamaican Cuisine by Chef Rose,26.16701,-80.260607,8308 W Oakland Park Blvd,"Sunrise, FL 33351",Sunrise,Caribbean/Jamaican,$$,4.7/5 Google,257
Pho 07 Vietnamese Restaurant,26.153935,-80.283201,10023 Sunset Strip,"Sunrise, FL 33322",Sunrise,Vietnamese,$$,4.4/5 Google,268
Sunrise Pita & Grill,26.156806,-80.256716,2680 N University Dr,"Sunrise, FL 33322",Sunrise,Middle Eastern,$$,4.5/5 Google,288
La Doña Seafood & Grill,26.14929,-80.323026,1800 Sawgrass Mills Cir Ste 2460,"Sunrise, FL 33323",Sunrise,Mexican/Seafood,$$,3.9/5 Google,254
Peyton's Place,26.144481,-80.325383,13400 W Sunrise Blvd,"Sunrise, FL 33323",Sunrise,American,$$,4.2/5 Google,52
Mr. Chang's,26.144882,-80.31601,12516 W Sunrise Blvd,"Sunrise, FL 33323",Sunrise,Chinese,$$,3.9/5 Google,125
Hazel's Caribbean Spot,26.154911,-80.240732,6949 Sunset Strip,"Sunrise, FL 33313",Sunrise,Caribbean,$$,3.4/5 Google,66
Jin Sushi,26.152431,-80.258658,8250 Sunset Strip,"Sunrise, FL 33322",Sunrise,Japanese/Sushi,$$,4.6/5 Google,269
Legends Tavern & Grille - Sunrise,26.17002,-80.28535,10079 W Oakland Park Blvd,"Sunrise, FL 33351",Sunrise,American/Bar & Grill,$$,4.3/5 Google,303
Saigonese Authentic Vietnamese Cuisine,26.15726,-80.256838,2692 N University Dr #2,"Sunrise, FL 33322",Sunrise,Vietnamese,$$,4.7/5 Google,88
Zuru Ramen Bar - Plantation,26.120923,-80.240837,6971 W Broward Blvd,"Plantation, FL 33317",Plantation,Ramen,$$,4.6/5 Google,339
Thai Meal,26.148853,-80.260943,8257 W Sunrise Blvd,"Plantation, FL 33322",Plantation,Thai,$$,4.6/5 Google,295
RA Sushi - Plantation,26.124878,-80.257085,319 N University Dr,"Plantation, FL 33324",Plantation,Japanese/Sushi,$$$,4.3/5 Google,320
Vito's Gourmet Pizza,26.13296,-80.284384,10079 Cleary Blvd,"Plantation, FL 33324",Plantation,Pizza/Italian,$$,4.3/5 Google,266
Chilangos Mexican Grill,26.116569,-80.202293,339 S State Rd 7,"Plantation, FL 33317",Plantation,Mexican,$$,4.5/5 Google,212
Plantation Diner,26.121985,-80.238589,6903 W Broward Blvd,"Plantation, FL 33317",Plantation,American/Breakfast,$$,4.5/5 Google,350
Quarterdeck Restaurant + Sports Bar,26.144418,-80.313261,12310 W Sunrise Blvd,"Plantation, FL 33323",Plantation,Seafood/American,$$,4.4/5 Google,513
Serious Sanji,26.10526,-80.251384,7626 Peters Rd,"Plantation, FL 33324",Plantation,Chinese/Dim Sum,$$,4.4/5 Google,251
TooJay's Deli,26.110609,-80.252042,801 S University Dr C-130,"Plantation, FL 33324",Plantation,American/Deli,$$,4.3/5 Google,525
Ole' Ole' Mexican Grill & Cantina,26.119596,-80.257734,8100 W Broward Blvd,"Plantation, FL 33324",Plantation,Mexican,$$,4.3/5 Google,391
Bien Chido,26.120924,-80.240764,6967 W Broward Blvd,"Plantation, FL 33317",Plantation,Mexican,$$,4.3/5 Google,280
Ali's Roti Shop,26.117154,-80.20216,303 S State Rd 7,"Plantation, FL 33317",Plantation,Caribbean/Indian,$$,4.3/5 Google,238
LandLubber's Raw Bar & Grill,26.147323,-80.268331,1851 N Pine Island Rd,"Plantation, FL 33322",Plantation,Seafood/American,$$,4.2/5 Google,357
Casa Marin Cocina Mexicana,26.147424,-80.268304,1861 N Pine Island Rd,"Plantation, FL 33322",Plantation,Mexican,$$,4.3/5 Google,172
Los Perros del Sobrino,26.270872,-80.231689,7926 W Sample Rd,"Coral Springs, FL 33065",Coral Springs,Latin American/Hot Dogs,$,4.8/5 Google,623
Talkin' Tacos Coral Springs,26.265971,-80.250823,2866 N University Dr,"Coral Springs, FL 33065",Coral Springs,Mexican/Tacos,$$,4.7/5 Google,693
The Fish Joint,26.30021,-80.276847,5677 Coral Ridge Dr,"Coral Springs, FL 33076",Coral Springs,Seafood,$$,4.8/5 Google,339
Falafel Gourmet,26.283113,-80.203635,4344 N State Rd 7,"Coral Springs, FL 33073",Coral Springs,Mediterranean,$$,4.8/5 Google,322
Sakura Ramen,26.27292,-80.20459,6192 W Sample Rd,"Coral Springs, FL 33067",Coral Springs,Japanese/Ramen,$$,4.7/5 Google,269
Pepperoni Grill - Coral Springs,26.286885,-80.248405,9174 Wiles Rd,"Coral Springs, FL 33067",Coral Springs,Italian/Pizza,$$,4.7/5 Google,264
Little Havana Bar & Grill,26.307069,-80.280854,6240 Coral Ridge Dr #100,"Coral Springs, FL 33076",Coral Springs,Cuban,$$,4.3/5 Google,338
La Parrilla Rotisserie & Grill,26.235713,-80.236944,8357 W Atlantic Blvd,"Coral Springs, FL 33071",Coral Springs,Latin American/Dominican,$$,4.7/5 Google,254
Mima's Cuban Cafe,26.276003,-80.207686,6261 W Sample Rd,"Coral Springs, FL 33067",Coral Springs,Cuban,$$,4.6/5 Google,270
FoodEyez Caribbean Cuisine,26.272545,-80.208941,6268 W Sample Rd Store #407,"Coral Springs, FL 33067",Coral Springs,Caribbean/Jamaican,$$,4.4/5 Google,80
Red Pepper Chinese Restaurant,26.25927,-80.264299,10309 Royal Palm Blvd,"Coral Springs, FL 33065",Coral Springs,Chinese,$$,4.0/5 Google,156
Fujimura Buffet & Sushi,26.254364,-80.25312,1850 N University Dr,"Coral Springs, FL 33071",Coral Springs,Japanese/Sushi,$$,4.2/5 Google,370
Pho 79,26.046909,-80.233049,6451 Stirling Rd,"Davie, FL 33314",Davie,Vietnamese,$$,4.3/5 Google,369
Wunderbar German Kitchen & Biergarten,26.059012,-80.346998,4995 Volunteer Rd,"Davie, FL 33330",Davie,German,$$,4.4/5 Google,333
Black Jack's Rum Bar & Grille,26.073277,-80.23193,3890 Davie Rd,"Davie, FL 33314",Davie,Caribbean/American,$$,4.4/5 Google,189
Ody's Cuban Cafe,26.069954,-80.211119,4153 SW 47th Ave #100,"Davie, FL 33314",Davie,Cuban,$$,5.0/5 Google,216
The Garden Grill,26.066092,-80.229439,6175 Orange Dr,"Davie, FL 33314",Davie,American/Breakfast,$$,4.7/5 Google,269
Vila's Mexican & Cuban Restaurant,26.152962,-80.202816,2027 FL-7,"Davie, FL 33317",Davie,Mexican/Cuban,$$,4.6/5 Google,425
Amore Gourmet Pizza,26.10035,-80.268008,8906 W State Rd 84,"Davie, FL 33324",Davie,Pizza/Italian,$$,4.7/5 Google,286
Ushio Sushi,26.093933,-80.252134,2211 S University Dr,"Davie, FL 33324",Davie,Japanese/Sushi,$$,4.6/5 Google,369
Kekoon Restaurant & Lounge,26.032227,-80.354652,15531 Sheridan St,"Davie, FL 33331",Davie,Caribbean,$$,4.2/5 Google,395
Fat Stork Restaurant,26.06394,-80.257531,8270 Griffin Rd,"Davie, FL 33328",Davie,American,$$,4.7/5 Google,275
Voodoo Brewing Co.,26.171127,-80.130997,3492 NE 12th Ave,"Oakland Park, FL 33334",Oakland Park,American/Brewpub,N/A,4.8/5 Google,N/A
Oak Cafe & Farmers Market,26.166315,-80.172007,2121 W Oakland Park Blvd Ste 10-B,"Oakland Park, FL 33311",Oakland Park,Jamaican,N/A,4.8/5 Google,N/A
Bulegreen Cafe Yard,26.16854,-80.13179,3299 N Dixie Hwy,"Oakland Park, FL 33334",Oakland Park,Brunch/American,N/A,4.5/5 Google,N/A
Bombay Cafe,26.166586,-80.124573,1672 E Oakland Park Blvd,"Oakland Park, FL 33334",Oakland Park,Indian,N/A,4.4/5 Google,N/A
Red Velvet Kitchen & Grill,26.165898,-80.180481,2759 W Oakland Park Blvd,"Oakland Park, FL 33311",Oakland Park,American,N/A,4.3/5 Google,N/A
Le Chic Restaurant,26.165001,-80.172223,2152 W Oakland Park Blvd,"Oakland Park, FL 33311",Oakland Park,Haitian,N/A,4.4/5 Google,N/A
Bandoleros Tacos and Tequila Garden,26.167949,-80.130895,3200 NE 12th Ave,"Oakland Park, FL 33334",Oakland Park,Mexican,N/A,4.3/5 Google,N/A
Pata's Stone Crab,26.177715,-80.139487,4072 NE 5th Terrace,"Oakland Park, FL 33334",Oakland Park,Seafood,N/A,4.1/5 Google,N/A
Garden Restaurant,26.18177,-80.146684,4400 N Andrews Ave,"Oakland Park, FL 33309",Oakland Park,American Diner,N/A,4.7/5 Google,N/A
Peter Pan Diner,26.166482,-80.131046,1216 E Oakland Park Blvd,"Oakland Park, FL 33334",Oakland Park,American Diner/Greek,N/A,4.5/5 Google,N/A
Alegria Taco,26.174077,-80.147018,3801 N Andrews Ave,"Oakland Park, FL 33309",Oakland Park,Mexican,N/A,4.9/5 Google,N/A
El Guanaco Taqueria Y Antojitos,26.18164,-80.14212,331 NE 44th St,"Oakland Park, FL 33334",Oakland Park,Mexican/Salvadoran,N/A,4.7/5 Tripadvisor,291
Prospect Pizzeria,26.181799,-80.146065,53 NE 44th St,"Oakland Park, FL 33334",Oakland Park,Italian/Pizza,N/A,4.7/5 Google,N/A
Corinto Restaurant,26.181317,-80.134385,4390 N Dixie Hwy,"Oakland Park, FL 33334",Oakland Park,Latin American/Nicaraguan,N/A,4.6/5 Google,N/A
SOL48 Craft Kitchen,26.170769,-80.142185,3480 NE 3rd Ave,"Oakland Park, FL 33334",Oakland Park,Seafood,N/A,4.5/5 Google,N/A
The Great Greek Mediterranean Grill,26.189141,-80.137244,753 E Commercial Blvd Ste 44,"Oakland Park, FL 33334",Oakland Park,Greek/Mediterranean,N/A,4.6/5 Google,N/A
Mamma Mia Bistro,26.153705,-80.140565,2043 Wilton Dr,"Wilton Manors, FL 33305",Wilton Manors,Italian,N/A,4.6/5 Google,N/A
Salvo Osteria Romana,26.158532,-80.134757,2389 Wilton Dr,"Wilton Manors, FL 33305",Wilton Manors,Italian,N/A,4.1/5 Google,N/A
Two Brother's Toppings Pizza,26.163338,-80.146181,2904 N Andrews Ave,"Wilton Manors, FL 33311",Wilton Manors,Pizza,N/A,4.4/5 Google,N/A
Tulio's Tacos & Tequila Bar,26.155179,-80.139332,2150 Wilton Dr,"Wilton Manors, FL 33305",Wilton Manors,Mexican,$$,4.5/5 Google,N/A
Asian Star,26.159792,-80.132299,2603 N Dixie Hwy,"Wilton Manors, FL 33334",Wilton Manors,Asian,$,4.5/5 Google,74
Grampa's Restaurant,26.050703,-80.144191,17 SW 1st St,"Dania Beach, FL 33004",Dania Beach,American,$,4.4/5 Google,N/A
Cafe Toque Cubano,26.050926,-80.143384,37 S Federal Hwy A,"Dania Beach, FL 33004",Dania Beach,Cuban,N/A,4.7/5 Google,N/A
Grandma's Secret,26.052148,-80.143051,50 E Dania Beach Blvd,"Dania Beach, FL 33004",Dania Beach,Uzbek,N/A,4.6/5 Google,N/A
Mr M's Sandwich Shop,26.048452,-80.166494,1975 Stirling Rd,"Dania Beach, FL 33004",Dania Beach,Sandwich Shop,N/A,4.6/5 Google,N/A
Pauli's Pizza Pasta,26.050379,-80.143697,104 S Federal Hwy,"Dania Beach, FL 33004",Dania Beach,Italian/Pizza,N/A,4.6/5 Google,N/A
Wayside Inn,26.05383,-80.14281,38 NE 1st Ave,"Dania Beach, FL 33004",Dania Beach,Bar & Grill/American,$$,4.5/5 Google,N/A
Quickie's Burgers Wings & Seafood,26.048929,-80.143171,141 S Federal Hwy,"Dania Beach, FL 33004",Dania Beach,Seafood/American,N/A,4.4/5 Google,414
Cooper's Hawk Winery & Restaurant,26.053449,-80.161061,1822 Pointe Blvd,"Dania Beach, FL 33004",Dania Beach,American/Winery,$$,4.2/5 Google,N/A
Radiant 166,26.05407,-80.15783,166 N Compass Way,"Dania Beach, FL 33004",Dania Beach,American,$$,3.5/5 Google,N/A
JZ Steakhouse,26.046287,-80.19139,4000 N 46th Ave,"Hollywood, FL 33021",Hollywood,Kosher/Steakhouse,N/A,4.9/5 Google,N/A
7 Tables On The Beach Authentic Peruvian Cuisine,26.015815,-80.115632,600 N Surf Rd #6,"Hollywood, FL 33019",Hollywood,Peruvian,N/A,5.0/5 Google,N/A
Tipico Rinconcito Colombiano,26.01805,-80.201468,5649 Johnson St,"Hollywood, FL 33021",Hollywood,Colombian,N/A,4.9/5 Google,N/A
AKI E Restaurant Bar,26.010336,-80.144632,1840 Harrison St,"Hollywood, FL 33020",Hollywood,Dominican,N/A,4.9/5 Google,N/A
Cajun Boil Seafood Restaurant Hollywood,26.010193,-80.143773,1822 S Young Cir,"Hollywood, FL 33020",Hollywood,Seafood/Cajun,N/A,4.9/5 Google,N/A
Los Kausitas Peruvian Restaurant,26.010925,-80.189915,112 N 46th Ave,"Hollywood, FL 33021",Hollywood,Peruvian,N/A,4.9/5 Google,N/A
Volcano Hot Pot & Korean BBQ,26.038124,-80.162883,2906 Oakwood Blvd,"Hollywood, FL 33020",Hollywood,Korean,N/A,4.8/5 Google,N/A
LEMONICA,26.012582,-80.143666,1817 N Young Cir,"Hollywood, FL 33020",Hollywood,Italian,N/A,4.9/5 Google,N/A
The Greek Joint Kitchen & Bar,26.011749,-80.14608,1925 Hollywood Blvd,"Hollywood, FL 33020",Hollywood,Greek,N/A,4.6/5 Google,N/A
Hiro Maru Sushi,26.033064,-80.176308,3327 Sheridan St,"Hollywood, FL 33021",Hollywood,Japanese,N/A,4.6/5 Google,N/A
Murano by Ferraro,25.992765,-80.143321,601 N Federal Hwy,"Hallandale Beach, FL 33009",Hallandale Beach,Seafood/Italian,N/A,5.0/5 Google,88
Sokai Sushi Bar Hallandale,25.994557,-80.143117,801 N Federal Hwy #115,"Hallandale Beach, FL 33009",Hallandale Beach,Japanese,N/A,4.8/5 Google,436
Fresh & Wild Fish Market & Restaurant,25.985496,-80.160144,838 W Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Seafood,N/A,4.7/5 Google,294
Alacati Mediterranean Restaurant,25.98641,-80.133953,1403 Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Mediterranean,N/A,4.6/5 Google,359
The Juicy Seafood,25.984762,-80.133092,1430 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Seafood,N/A,4.5/5 Google,466
Ajiacos Restaurant,25.985171,-80.16138,952 W Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Colombian,N/A,4.5/5 Google,251
Ceviche Avenue,25.989393,-80.147825,101 NE 3rd St,"Hallandale Beach, FL 33009",Hallandale Beach,Peruvian,N/A,4.6/5 Google,257
Gioia Italy - Italian Restaurant,25.993459,-80.142882,701 N Federal Hwy Ste 112,"Hallandale Beach, FL 33009",Hallandale Beach,Italian,N/A,4.4/5 Google,406
Signor Sassi,25.98538,-80.136549,1006 E Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Italian,N/A,4.6/5 Google,87
ALMA GRILL,25.979079,-80.139738,501 Silks Run Suite 1130,"Hallandale Beach, FL 33009",Hallandale Beach,Kosher,N/A,4.4/5 Google,302
Colombian Mountains Cafe,26.168919,-80.101159,3330 NE 33rd St,"Fort Lauderdale, FL",Fort Lauderdale,Colombian,N/A,4.9/5 Google,N/A
Mister O1 Extraordinary Pizza,26.12641,-80.13943,415 NE 4th St,"Fort Lauderdale, FL 33301",Fort Lauderdale,Pizza,N/A,4.9/5 Google,N/A
Casa Calabria,26.177864,-80.097127,4040 Galt Ocean Dr L15,"Fort Lauderdale, FL 33308",Fort Lauderdale,Italian,N/A,4.8/5 Google,N/A
Cafe Bastille Fort Lauderdale,26.12138,-80.136069,704 SE 1st St,"Fort Lauderdale, FL 33301",Fort Lauderdale,French/Brunch,N/A,4.8/5 Google,N/A
Chez Vincent Wine Bar,26.16812,-80.101827,3312 NE 32nd St,"Fort Lauderdale, FL",Fort Lauderdale,Wine Bar/French,N/A,5.0/5 Google,N/A
Anthony's Clam House & Grill,26.190261,-80.108025,2861 E Commercial Blvd,"Fort Lauderdale, FL 33308",Fort Lauderdale,Italian/Seafood,N/A,4.7/5 Google,N/A
BKK Thai & Sushi by Cilantro,26.097783,-80.13701,1843 S Federal Hwy,"Fort Lauderdale, FL 33316",Fort Lauderdale,Thai,N/A,4.9/5 Google,N/A
Pita Plus (ORB),26.047995,-80.168906,2145 Stirling Rd,"Fort Lauderdale, FL 33312",Fort Lauderdale,Middle Eastern,N/A,4.8/5 Google,N/A
Gilbert's 17th Street Grill,26.098393,-80.131431,1821 Cordova Rd,"Fort Lauderdale, FL 33316",Fort Lauderdale,American,N/A,4.8/5 Google,N/A
Eddie V's Prime Seafood,26.118778,-80.141761,100 E Las Olas Blvd,"Fort Lauderdale, FL 33301",Fort Lauderdale,Seafood,N/A,4.5/5 Google,N/A
Rendezvous,26.090652,-80.171076,2525 Marina Bay Dr W,"Fort Lauderdale, FL 33312",Fort Lauderdale,Seafood,N/A,4.6/5 Google,N/A
G&B Oyster Bar,26.117241,-80.10608,429 Seabreeze Blvd,"Fort Lauderdale, FL 33316",Fort Lauderdale,Seafood,N/A,4.7/5 Google,N/A
Ceviche Barrio Peruvian Cuisine,26.205841,-80.156402,6303 Powerline Rd Suite 11,"Fort Lauderdale, FL 33309",Fort Lauderdale,Peruvian,N/A,4.7/5 Google,N/A
Burlock Coast,26.123055,-80.104668,1 N Fort Lauderdale Beach Blvd,"Fort Lauderdale, FL 33304",Fort Lauderdale,Seafood/American,N/A,4.2/5 Google,N/A
Cabana 28,26.205941,-80.148073,6351 N Andrews Ave,"Fort Lauderdale, FL 33309",Fort Lauderdale,Peruvian,N/A,4.7/5 Google,N/A
Tropical Acres Steakhouse,26.061923,-80.174115,2500 Griffin Rd,"Fort Lauderdale, FL 33312",Fort Lauderdale,Steakhouse,N/A,4.5/5 Google,N/A
Fish N Things,26.13552,-80.18926,3291 W Sunrise Blvd,"Fort Lauderdale, FL 33311",Fort Lauderdale,Seafood,N/A,5.0/5 Google,N/A
Sunness Supper Club,26.138491,-80.113145,2465 E Sunrise Blvd,"Fort Lauderdale, FL 33304",Fort Lauderdale,American,N/A,5.0/5 Google,N/A
Goldberg's Delicatessen and Bagels,26.167779,-80.111496,2701 E Oakland Park Blvd,"Fort Lauderdale, FL 33306",Fort Lauderdale,Deli/American,N/A,4.4/5 Google,N/A
Sea Level Restaurant and Ocean Bar,26.106781,-80.105843,3030 Holiday Dr,"Fort Lauderdale, FL 33316",Fort Lauderdale,American/Seafood,N/A,4.4/5 Google,N/A
Tap 42 Craft Kitchen & Bar,26.104069,-80.143066,1411 S Andrews Ave,"Fort Lauderdale, FL 33316",Fort Lauderdale,Gastropub,N/A,4.5/5 Google,N/A
TRP Taste,26.11956,-80.143692,1 W Las Olas Blvd Ste 100,"Fort Lauderdale, FL 33301",Fort Lauderdale,American,N/A,4.8/5 Google,N/A
The New Lighthouse Caffe,26.054255,-80.179758,2850 SW 54th St,"Fort Lauderdale, FL 33312",Fort Lauderdale,Breakfast/American,N/A,4.9/5 Google,N/A
Aura Lounge,26.011185,-80.145739,1916 Hollywood Blvd,"Hollywood, FL 33020",Hollywood,Seafood,N/A,4.6/5 Google,N/A
Ceviche Company,26.032593,-80.16863,3080 Sheridan St,"Hollywood, FL 33021",Hollywood,Seafood/Peruvian,N/A,5.0/5 Google,N/A
Mr. Q Crab House,26.030881,-80.207607,2321 N State Rd 7,"Hollywood, FL 33021",Hollywood,Seafood,N/A,4.1/5 Google,N/A
5 o'Clock Somewhere Bar and Grill,26.01933,-80.117257,1112 N Ocean Dr,"Hollywood, FL 33019",Hollywood,Bar & Grill/American,N/A,4.5/5 Google,N/A
Newt's Crab Trap,26.019474,-80.142797,901 N Federal Hwy,"Hollywood, FL 33020",Hollywood,Seafood,N/A,4.2/5 Google,N/A
Triar Seafood Co,26.023729,-80.148349,2046 McKinley St #7,"Hollywood, FL 33020",Hollywood,Seafood,N/A,5.0/5 Google,N/A
Ocean Alley Restaurant & Beach Bar,26.017287,-80.115559,900 N Broadwalk,"Hollywood, FL 33019",Hollywood,Italian,N/A,4.1/5 Google,N/A
Catch Seafood Market Hollywood,26.011112,-80.144761,1818 Hollywood Blvd,"Hollywood, FL 33020",Hollywood,Seafood/Poke,N/A,4.3/5 Google,N/A
J&C Oyster,26.010587,-80.148486,2035 Harrison St,"Hollywood, FL 33020",Hollywood,Seafood,N/A,4.4/5 Google,N/A
Flanigan's Seafood Bar and Grill (Hollywood),26.031934,-80.247928,2505b N University Dr,"Hollywood, FL 33024",Hollywood,Seafood/Bar & Grill,N/A,4.1/5 Google,N/A
WHY NOT?,26.015815,-80.115632,600 N Surf Rd #6,"Hollywood, FL 33019",Hollywood,American,N/A,4.7/5 Google,N/A
La Granja Parrilla & Seafood,25.985542,-80.157271,720 Hallandale Beach Blvd,"Hallandale Beach, FL 33009",Hallandale Beach,Seafood/Latin,N/A,3.7/5 Google,236
Lychee Garden Chinese Restaurant,25.986322,-80.142111,20 N Federal Hwy,"Hallandale Beach, FL 33009",Hallandale Beach,Chinese,N/A,3.8/5 Google,194
Carrie's at Neiman's,25.888243,-80.124916,9700 Collins Ave (Bal Harbour Shops),"Bal Harbour, FL 33154",Bal Harbour,Contemporary American,$$,N/A,N/A
China Grill,25.888243,-80.124916,9700 Collins Ave (Bal Harbour Shops),"Bal Harbour, FL 33154",Bal Harbour,Asian/Contemporary,$$$$,N/A,N/A
Cafe en 3,25.888243,-80.124916,"9700 Collins Ave, Level 3 (Bal Harbour Shops)","Bal Harbour, FL 33154",Bal Harbour,Contemporary American/Health,$$,3.9/5 Google,286
Slim's,25.888243,-80.124916,9700 Collins Ave (Bal Harbour Shops),"Bal Harbour, FL 33154",Bal Harbour,Steakhouse,$$$$,N/A,N/A
The Harbour Grill,25.883849,-80.123173,9415 Harding Ave,"Surfside, FL 33154",Surfside,American/Seafood,$$,4.5/5 Google,564
Roast,25.884227,-80.123175,9441 Harding Ave,"Surfside, FL 33154",Surfside,American,$$,4.5/5 Google,184
Holy Toast,25.885687,-80.123803,9520 Harding Ave,"Surfside, FL 33154",Surfside,American Breakfast/Brunch,$$,4.5/5 Google,74
Sushi Republic,25.886829,-80.123512,9583 Harding Ave,"Surfside, FL 33154",Surfside,Japanese/Sushi,$$,4.4/5 Google,203
Moncheese Pizza,25.884579,-80.12326,9459 Harding Ave,"Surfside, FL 33154",Surfside,Pizza,$,4.4/5 Google,146
Cafe Vert,25.88505,-80.123541,9490 Harding Ave,"Surfside, FL 33154",Surfside,Cafe/American,$$,4.3/5 Google,241
Rustiko,25.884823,-80.123737,9476 Harding Ave,"Surfside, FL 33154",Surfside,Mediterranean/European,$$,4.2/5 Google,274
Harbour Gourmet,25.883938,-80.123279,9417 Harding Ave,"Surfside, FL 33154",Surfside,American/Gourmet,$$,4.3/5 Google,102
Surfside 6 Grill and Bar,25.880215,-80.122473,9200 Collins Ave,"Surfside, FL 33154",Surfside,American/Bar,$$,2.3/5 Google,3
Gifted Crust,25.885713,-80.123553,9523 Harding Ave,"Surfside, FL 33154",Surfside,Pizza,$,4.5/5 Google,86
Kosh,25.884882,-80.123274,9477 Harding Ave,"Surfside, FL 33154",Surfside,Kosher,$$,3.8/5 Google,204
Mister O1 Extraordinary Pizza (Bay Harbor),25.885921,-80.130528,1065 95th St,"Bay Harbor Islands, FL 33154",Bay Harbor Islands,Pizza,$$,4.9/5 Google,450
KINOKO Sushi Bar & Asian Cuisine,25.887,-80.12947,1007 Kane Concourse,"Bay Harbor Islands, FL 33154",Bay Harbor Islands,Sushi/Asian,$$,4.6/5 Google,122
Bay Harbor Cafe,25.886747,-80.132061,Kane Concourse,"Bay Harbor Islands, FL 33154",Bay Harbor Islands,Cafe,$$,4.6/5 Google,129
Meat Bar,25.886977,-80.12959,1009 Kane Concourse,"Bay Harbor Islands, FL 33154",Bay Harbor Islands,Kosher/Steakhouse,$$$,4.6/5 Google,350
Jacinta,25.956367,-80.142392,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Aventura,Contemporary Mexican,$$$,N/A,N/A
Ossobuco,25.956367,-80.142392,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Aventura,Italian,$$$,N/A,N/A
Norimoto,25.956367,-80.142392,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Aventura,Asian/Japanese,$$,N/A,N/A
North Italia,25.956367,-80.142392,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Aventura,Italian,$$$,N/A,N/A
STK Steakhouse,25.956367,-80.142392,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Aventura,Steakhouse,$$$$,N/A,N/A
Amalfi Llama,25.956367,-80.142392,19501 Biscayne Blvd (Aventura Mall),"Aventura, FL 33180",Aventura,Italian/Patagonian,$$$,N/A,N/A
La Pizza & La Pasta (Eataly),25.956367,-80.142392,"19501 Biscayne Blvd (Aventura Mall, Eataly)","Aventura, FL 33180",Aventura,Italian,$$,N/A,N/A
Il Pastaio (Eataly),25.956367,-80.142392,"19501 Biscayne Blvd (Aventura Mall, Eataly)","Aventura, FL 33180",Aventura,Italian,$$,N/A,N/A
Abbale Modern Mediterranean Kitchen,25.960302,-80.141574,2956 NE 199th St,"Aventura, FL 33180",Aventura,Mediterranean,$$$,4.6/5 Google,277
Mister O1 Extraordinary Pizza (Aventura),25.96656,-80.142356,2980 NE 207th St Ste 109,"Aventura, FL 33180",Aventura,Pizza,$$,4.8/5 Google,740
Ruth's Chris Steak House,25.96656,-80.142356,2980 NE 207th St Ste 108,"Aventura, FL 33180",Aventura,Steakhouse,$$$$,4.5/5 Google,635
Asiatiko Robata Bar,25.967055,-80.142985,2906 NE 207th St,"Aventura, FL 33180",Aventura,Japanese/Asian,$$$,4.5/5 Google,268
